timestamp_ns,latency_us,ok,burst
1771606174990512271,1424,true,false
1771606174991937523,1328,true,false
1771606174993268016,1622,true,false
1771606174994776228,1520,true,false
1771606174996123066,1367,true,false
1771606174997492485,1420,true,false
1771606174998891313,1157,true,false
1771606175000055386,1472,true,false
1771606175001341685,1642,true,false
1771606175002997806,1724,true,false
1771606175004413849,1278,true,false
1771606175005694438,1555,true,false
1771606175007235938,1285,true,false
1771606175008501581,1529,true,false
1771606175009961628,1495,true,false
1771606175011435208,1239,true,false
1771606175012680360,1643,true,false
1771606175014120487,1438,true,false
1771606175015524690,1515,true,false
1771606175016927790,1204,true,false
1771606175018130843,1577,true,false
1771606175019651969,1244,true,false
1771606175020900050,1491,true,false
1771606175022175904,1300,true,false
1771606175023468259,1477,true,false
1771606175024947174,1690,true,false
1771606175026614949,1323,true,false
1771606175027938672,1367,true,false
1771606175029305856,1694,true,false
1771606175030837820,1927,true,false
1771606175032288872,1375,true,false
1771606175033668030,1451,true,false
1771606175034907334,1294,true,false
1771606175036203472,1256,true,false
1771606175037456832,1119,true,false
1771606175038578120,1503,true,false
1771606175039954050,1256,true,false
1771606175041209781,1387,true,false
1771606175042600764,1253,true,false
1771606175043852209,1398,true,false
1771606175045243115,1280,true,false
1771606175046510551,1561,true,false
1771606175047990620,1554,true,false
1771606175049542146,1726,true,false
1771606175050939318,1141,true,false
1771606175052076303,1525,true,false
1771606175053564952,1582,true,false
1771606175055136971,8898,true,false
1771606175058553659,5687,true,false
1771606175056229869,8022,true,false
1771606175057469459,6789,true,false
1771606175061655404,2656,true,false
1771606175060206570,4106,true,false
1771606175062698049,1758,true,false
1771606175063972136,1511,true,false
1771606175065484963,1304,true,false
1771606175066780728,1550,true,false
1771606175068141288,1166,true,false
1771606175069302740,1504,true,false
1771606175070679504,1454,true,false
1771606175072131594,1427,true,false
1771606175073397904,1402,true,false
1771606175074790050,1446,true,false
1771606175076041040,1498,true,false
1771606175077536363,1374,true,false
1771606175078825572,1468,true,false
1771606175080176966,1486,true,false
1771606175081563990,1528,true,false
1771606175082895196,1399,true,false
1771606175084283535,1388,true,false
1771606175085585504,1047,true,false
1771606175086631583,1412,true,false
1771606175087876427,1524,true,false
1771606175089402076,1474,true,false
1771606175090888989,1201,true,false
1771606175092085698,1210,true,false
1771606175093287870,1361,true,false
1771606175094647868,1032,true,false
1771606175095669707,1150,true,false
1771606175096811595,1139,true,false
1771606175097947206,1393,true,false
1771606175099281723,1384,true,false
1771606175100664985,1143,true,false
1771606175101805724,1486,true,false
1771606175103086355,1406,true,false
1771606175104492358,1497,true,false
1771606175105878020,1202,true,false
1771606175107079933,1445,true,false
1771606175108441227,1242,true,false
1771606175109682000,1185,true,false
1771606175110860504,1355,true,false
1771606175112224601,1116,true,false
1771606175113339015,1189,true,false
1771606175114526540,1450,true,false
1771606175115985220,1461,true,false
1771606175117349259,1309,true,false
1771606175118652955,1615,true,false
1771606175120084522,1750,true,false
1771606175121678254,1689,true,false
1771606175123199475,1557,true,false
1771606175124757389,1600,true,false
1771606175126319911,1386,true,false
1771606175127561708,1508,true,false
1771606175129024024,1505,true,false
1771606175130391182,1341,true,false
1771606175131737824,1509,true,false
1771606175133233598,1613,true,false
1771606175134729156,1589,true,false
1771606175136183952,1696,true,false
1771606175137577860,1166,true,false
1771606175138740506,1249,true,false
1771606175139981429,1121,true,false
1771606175141104268,1377,true,false
1771606175142485801,1174,true,false
1771606175143651047,1271,true,false
1771606175144920336,1363,true,false
1771606175146281941,1638,true,false
1771606175147750249,1704,true,false
1771606175149280701,1219,true,false
1771606175150486307,1206,true,false
1771606175151724112,1074,true,false
1771606175152796463,1139,true,false
1771606175153931453,1570,true,false
1771606175155421410,1183,true,false
1771606175156595148,1500,true,false
1771606175157958280,1330,true,false
1771606175159287092,1348,true,false
1771606175160631424,1718,true,false
1771606175162180527,1320,true,false
1771606175163496947,1489,true,false
1771606175164755538,1355,true,false
1771606175166119596,1873,true,false
1771606175167671199,1482,true,false
